sigma_PC1_major,0.5,0.75,1.0,1.25,1.5,1.75,2.0,2.25,2.5
0.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.75,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1.25,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1.75,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0
2.25,100.0,100.0,100.0,100.0,100.0,92.85714285714286,91.66666666666667,84.61538461538461,81.81818181818181
2.5,100.0,100.0,100.0,100.0,90.0,91.66666666666667,84.61538461538461,73.91304347826087,71.42857142857143
